0.91542	0.79451	0.75777	0.73472	0.76536	0.57363	0.67626	0.70088	0.78285	0.67921	0.77916	0.65461	0.58585	0.60512	0.47869	0.71509	0.5897	0.026788	0.74826	0.62079	0.67939	0.65848	0.60268	0.31938	0.74618	0.71884	0.70042	0.38834	0.5298	0.61234	0.72863	0.64874	0.60519	0.27976	0.61148	0.54182	0.36743	0.091259	0.11505	0.34855
0.92072	0.89981	1	0.98952	0.80733	0.68323	0.91701	1	0.75185	0.38299	0.64666	0.9042	0.64367	0.72705	0.68862	0.81103	0.69811	0.056316	0.77552	0.79733	0.78974	0.58995	0.7593	0.39601	0.83811	0.71155	0.54301	0.51468	0.41334	0.46779	0.80785	0.77594	0.58047	0.20504	0.5611	0.32747	0.35698	0.67298	0.54012	0.29657
0.74437	0.83555	0.7408	0.7761	0.98053	0.77932	0.79108	0.78033	0.65211	0.5455	0.73878	0.84407	0.68124	0.59421	0.84634	0.89201	0.73849	0.11867	0.8559	0.79902	0.85213	0.67139	0.87587	0.21822	0.37964	0.49131	0.057145	0.24016	0.39872	0.55792	0.83183	0.83282	0.50965	0.28955	0.40277	0.14949	0.50977	0.29094	0.14239	0.12191
0.89234	0.99475	0.93215	0.90826	1	1	0.86004	0.94639	0.35781	0.57357	0.9101	0.92585	0.50687	0.84812	1	0.91954	1	0.16886	0.97935	1	0.90809	0.98776	1	0.28192	0.85671	0.7026	0.26758	0.57095	0.42896	0.66379	0.94601	0.82536	0.65691	0.43224	0.47175	0.48094	0.39668	0.6964	0.31646	0.33908
0.75292	0.78539	0.73242	0.72563	0.85666	0.70238	0.71475	0.7669	0.54509	0.79789	0.93613	0.83245	0.82464	1	0.7377	0.78177	0.5072	0.43964	0.85974	0.93602	0.76457	0.7462	0.67279	0.21721	0.79682	0.14785	0.18098	0	0.40723	0.23888	0.79372	0.76228	0.15976	0.19269	0.40992	0.25958	0.79501	0.1056	0.16981	0.55074
0.86682	0.945	0.80896	0.80668	0.86802	0.83479	0.87477	0.82483	0.74425	0.76474	0.84815	0.92564	0.77171	0.86337	0.80203	0.92763	0.70059	0.14315	0.89199	0.76579	0.89039	0.80404	0.80668	0.4567	0.75638	0.25989	0.35053	0.45885	0.46724	0.76862	0.81322	0.81667	0.30675	0.28313	0.49223	0.49702	0.68265	0.6104	0.51462	0.94864
0.81632	0.83597	0.94073	0.94622	0.77271	0.8067	0.94806	0.96198	0.79555	0.83867	0.90595	0.91773	1	0.80135	0.76739	0.92875	0.77122	0.34236	0.93805	0.87889	0.91087	0.7657	0.6449	0.33784	0.89907	0.10134	0.42169	0.47751	0.28223	0.43373	0.93302	0.94267	0.15679	0.025362	0.42811	0.30773	0.99083	0.61444	0.051568	0.92228
0.43729	0.71836	0.68153	0.57599	0.7434	0.55363	0.67037	0.42706	0.56712	0.71568	0.38345	0.58339	0.8279	0.52251	0.63663	0.71499	0.53167	0.33837	0.97103	0.80956	0.58321	0.86905	0.72887	0.2268	0.56592	0.52559	0.27871	0.64247	0.52333	0.19976	0.76872	0.68246	0.36282	0.094552	0.65947	0.44325	0.70541	0.45785	0.30812	0.71969
0.74736	0.90009	0.84844	0.87158	0.92243	0.93144	0.84593	0.84578	0.56127	0.48072	0.69631	0.91643	0.81774	0.67818	0.65132	0.86954	0.69045	0.40717	0.75975	0.91243	0.81003	0.7435	0.79462	0.099385	0.56387	0.17382	0.049797	0.02467	0.49304	0.40426	0.80821	0.83647	0.24785	0.13439	0.59465	0.2684	0.65339	0.12014	0.39163	0.66423
0.68694	0.37815	0.63636	0.69623	0.70889	0.54973	0.68169	0.62713	0.81995	0.75944	0.79962	0.6848	0.64917	0.96488	0.64346	0.68102	0.41949	0.24269	0.59113	0.72935	0.64804	0.87614	0.48641	0.23358	0.7337	0.26694	0.4959	0.096605	0.37587	0.38115	0.54098	0.55979	0	0.11886	0.43798	0.28689	0.5519	0.40028	0.39575	0.6534
1	1	0.97294	1	0.9616	0.66984	0.99259	0.98133	0.75459	0.81049	1	0.99299	0.72424	0.92007	0.95901	1	0.50056	0.14537	1	0.93196	1	0.77432	0.79557	0	0.75986	5.5511e-017	0.42348	0.12497	0.41459	0.31444	0.99372	1	0.046831	0.19798	0.52755	0.35541	0.87846	0.25538	0.42929	0.66342
0.75767	0.75277	0.83622	0.76391	0.73983	0.4628	0.80598	0.63111	0.72732	0.51921	0.85963	0.72473	0.4635	0.78954	0.6238	0.88978	0.51565	0.013034	0.86367	0.6931	0.8184	0.81543	0.5747	0.62304	0.87375	0.46501	0.53336	0.54298	0.54697	0.66047	0.97369	0.91424	0.3386	0.20237	0.77114	0.40544	0.22811	0.2799	0.24386	0.42872
0.70405	0.82698	0.75726	0.71462	0.97068	0.74488	0.87107	0.715	0.66743	0.64451	0.61565	0.92274	0.66937	0.91006	0.80158	0.94585	0.65686	0.36892	0.96235	0.93621	0.89317	0.98759	0.79969	0.52141	0.91179	0.68851	0.17867	0.4612	0.71616	0.4473	0.81016	0.83435	0.60932	0.64335	0.67647	0.71218	0.67202	0.47281	0.35168	0.6359
0.59178	0.55018	0.65905	0.64533	0.69205	0.54321	0.65529	0.6936	0.36035	0.39261	0.76216	0.63754	0.42357	0.74788	0.45964	0.54673	0.3229	0.20762	0.48957	0.53032	0.52353	0.88112	0.44166	0.52064	0.62197	0.60691	0.5249	0.38556	0.38701	0.17525	0.68749	0.70066	0.49347	0.098185	0.5046	0.21091	0.43535	0.063729	0.39111	0.74963
0.85868	0.78138	0.84097	0.77599	0.94266	0.77075	0.63506	0.72957	0.89665	0.86939	0.93613	0.67876	0.95897	0.89755	0.89926	0.7282	0.52785	0.019515	0.89903	0.4985	0.8197	0.74527	0.59592	0.27914	0.63853	0.22067	0.29808	0.46929	0.54331	0.37545	0.83369	0.83919	0.28854	0.044425	0.59309	0.44369	0.60962	0.56599	0.42082	0.84537
0.94529	0.86485	0.91922	0.89618	0.96646	0.72402	1	0.91509	0.98942	1	0.96208	1	0.84674	0.93962	0.86286	0.95567	0.6885	0.13421	0.89985	0.91427	0.97841	0.77862	0.83897	0.50906	0.74378	0.54273	0.19651	0.10093	0.48345	0.56051	0.90568	0.81156	0.63766	0.68848	0.50723	0.54817	0.91067	0	0.10384	0.72625
0.72428	0.60712	0.49931	0.31149	0.69405	0.51463	0.53321	0.27925	0.83241	0.89237	0.94453	0.53849	0.88135	0.80964	0.55432	0.72586	0.50678	0.17138	0.59845	0.59381	0.68567	0.77947	0.6369	0.75067	0.52932	0.33245	0.46066	0.27527	0.44891	0.50036	0.81999	0.7793	0.18569	0.24255	0.56084	0.42505	0.81509	0.29261	0.21687	0.58262
0.29576	0.34471	0.48429	0.42941	0.65519	0.18553	0.57538	0.42462	0.3139	0.59114	0.51797	0.54507	0.511	0.45245	0.51976	0.63093	0.041871	0.21056	0.60545	0.56808	0.58055	0.81881	0.36876	0.57158	1	0.57097	0.034855	0.46105	0.41984	0.0096292	0.67461	0.63396	0.34478	0.29742	0.4275	0.19003	0.70065	0.32494	0.23979	0.71925
0.52118	0.22774	0	5.5511e-017	0.49132	0.09915	1.3878e-017	0	0.30075	0.25464	0.85106	0	0.64905	0.48053	0.47028	0	0.0020271	0.66756	6.9389e-018	0	0	0.15355	0.42639	0.19112	0.7895	0.82257	0.51929	0.53467	0.57451	0.29309	-1.7347e-018	0	0.83417	0.43594	0.69226	0.73221	0.53646	0.65401	0.22152	0.26274
0.36506	0.34125	0.34333	0.30828	0.6712	0.55736	0.50643	0.34263	0.36984	0.46393	0.5489	0.43432	0.4782	0.72073	0.63524	0.47283	0.61502	0.28514	0.58956	0.38328	0.56513	0.78766	0.77096	0.70924	0.70394	0.13481	0.84934	0.3161	0.43105	0.2505	0.73576	0.71172	0.11716	0.18982	0.53932	0.44459	0.4915	0.52443	0.20599	0.70907
0.78333	0.83472	0.5325	0.45553	0.93336	0.71196	0.52159	0.47998	0.60106	0.37329	0.40641	0.60593	0.72269	0.22891	0.76895	0.597	0.44765	0.099194	0.68127	0.7108	0.56993	0.67823	0.81546	1	0.58515	0.90126	0.65739	0.91135	0.42489	0.083107	0.69925	0.6574	0.8479	0.36649	0.40254	0.22105	0.67753	0.87278	0.67765	0.92091
0.29738	1.1102e-016	0.32909	0.28128	0.73636	0.3345	0.42954	0.18074	1	0.71424	0.74633	0.22778	0.56456	0.40684	0.51115	0.52301	0.31625	0.27595	0.31928	0.47892	0.5433	0.48208	0.48908	0.63964	0.7853	0.96475	0.68289	0.66778	0.4896	0.24515	0.69667	0.6687	1	0.24027	0.44929	0.19546	0.6626	0.60671	0.12987	0.0060949
0.48114	0.1745	0.35684	0.3055	0.67324	0.37747	0.38318	0.29735	0.57471	0.638	0.60433	0.49293	0.7993	0.71018	0.58672	0.59503	0.55371	0.36442	0.39355	0.51185	0.58779	0.73708	0.48942	0.63681	0.75926	0.6958	0.59582	0.80818	0.65625	0.42357	0.66613	0.66852	0.50805	0.18562	0.73446	0.68289	0.75287	0.83033	0.26198	0.49663
0.17579	0.34715	0.57031	0.59056	0.41965	0.30539	0.67282	0.51093	0.40736	0.84474	0.14679	0.68563	0.86745	0	0.39194	0.78596	0.48789	0.26641	0.73024	0.71767	0.7705	0.68659	0.44059	0.82966	0	0.91229	0.2547	0.94265	0.012886	0.23413	0.84164	0.85949	0.89886	0.79259	0.31442	0.084964	1	0.85846	0.045632	0.39812
0.75903	0.78124	0.76494	0.58876	0.90664	0.85598	0.53437	0.61267	0.37503	0.65545	0.67619	0.5164	0.68753	0.7739	0.67669	0.6144	0.79897	0.63361	0.89346	0.51527	0.59529	0.93001	0.85293	0.55409	0.76766	0.89515	0.36597	0.78908	1	0.53512	0.86037	0.93611	0.7981	0.37214	1	1	0.63879	0.7184	0.48483	0.52195
0.24474	0.013681	0.38402	0.3414	0.47033	0.2693	0.4689	0.22979	0.060712	0.014023	0.16724	0.52225	0.13932	0.57419	0.2896	0.59172	0.42989	0.41174	0.55766	0.55742	0.63953	0.63301	0.37443	0.18778	0.32173	0.35306	0.34563	0.32118	0.49704	0.51847	0.68387	0.6607	0.35338	0.21704	0.53084	0.2444	0.024001	0.45843	0.36815	0.24683
0.50476	0.63946	0.62511	0.52151	0.5251	0.3313	0.62746	0.54809	0.035212	0.20005	0.55404	0.63595	0.026284	0.74146	0.33941	0.70995	0.39026	0.29228	0.61782	0.8817	0.72746	0.86787	0.44201	0.43534	0.60335	0.25391	0.65057	0.33239	0.53956	0.22701	0.65669	0.69709	0.28358	0	0.65884	0.38449	0.039161	0.42226	0.43133	0.77663
0.53001	0.76991	0.75454	0.68104	0.76427	0.65874	0.80369	0.74072	0.31215	0.29476	0.87393	0.9022	0.2367	0.97404	0.74247	0.88958	0.58785	0.37466	0.87235	0.96202	0.88909	1	0.78922	0.78167	0.83799	0.78975	0.57593	0.079736	0.55351	0.36367	1	0.99505	0.62707	0.26917	0.67222	0.51135	0.28755	0.38561	0.47394	0.78786
0.50191	0.45092	0.52494	0.53135	0.54855	0.49283	0.5506	0.47401	0.76156	0.5055	0.73248	0.64236	0.43715	0.54928	0.55525	0.66695	0.58664	0.23321	0.64544	0.58807	0.67211	0.82489	0.6463	0.41356	0.65005	0.91347	0.5465	0.83528	0.55262	0.0091416	0.78063	0.75511	0.82454	0.3579	0.68588	0.47255	0.39981	0.57737	0.60309	0.46472
0.28774	0.1895	0.45596	0.41423	0.33888	0.24204	0.4914	0.44026	0.48885	0.37811	0	0.55537	0.13705	0.43876	0.22435	0.72567	0.21895	0.3797	0.32934	0.71181	0.64052	0	0.34781	0.47586	0.21672	0.61101	0.644	0.16347	0.52794	0.41626	0.78557	0.71581	0.65287	0.8337	0.53261	0.23062	0.11745	0.54768	0.55056	0.24075
0.24531	0.11958	0.56134	0.5246	0.62943	0.21117	0.67392	0.52244	0	0.29412	0.37761	0.72845	0.85709	0.29198	0.35279	0.82326	0.20382	0.41792	0.67833	0.84584	0.79234	0.31272	0.50993	0.45567	0.72482	0.90868	0.32336	0.23459	0.050786	1	0.8162	0.82056	0.80907	0.0093527	0	0.049635	0.83554	0.568	0.43516	0.089654
0.53313	0.6407	0.71738	0.68404	0.67219	0.61416	0.75896	0.71773	0.40525	0.45238	0.59421	0.87815	0.41219	0.817	0.68678	0.88421	0.44511	0.24541	0.56434	0.8043	0.84304	0.88315	0.64086	0.77498	0.52402	0.2594	0.65817	1	0.48824	0.38184	0.86243	0.81008	0.2724	0.050288	0.63837	0.55331	0.23765	0.31934	0.38206	0.85719
0.57454	0.76162	0.62025	0.58633	0.66183	0.38652	0.61373	0.52495	0.68	0.63601	0.87135	0.50138	0.78054	0.80722	0.50272	0.40669	0.3529	0.92435	0.86796	0.4422	0.3397	0.79475	0.50632	0.63745	0.80715	0.37165	0.64433	0.70884	0.23593	0.13458	0.4584	0.47005	0.071276	0.070156	0.53813	0.047494	0.87696	0.90719	0.25402	0.49822
0.19123	0.060514	0.42175	0.33893	0.46149	0.41616	0.5381	0.29828	0.47974	0.24414	0.10144	0.44881	0.45397	0.33178	0.33444	0.6912	0.40736	0.36187	0.71968	0.58597	0.65935	0.7408	0.54565	0.39708	0.046756	0.6364	0.34226	0.70437	0.40341	0.37232	0.70133	0.68616	0.60872	0.32725	0.46676	0.24115	0.33104	0.51463	0.27935	0.3782
0.32309	0.51246	0.78119	0.67228	0.832	0.74132	0.84717	0.58951	0.26965	0.48783	0.67457	0.78688	0.43924	0.79009	0.64339	0.90709	0.6633	0.27249	0.97213	0.76672	0.91578	0.91667	0.62235	0.51266	0.61657	0.37192	0.3202	0.44832	0.68704	0.32884	0.98813	0.97003	0.043083	0.071842	0.75068	0.68001	0.53393	0.29612	1	1
0.52947	0.53194	0.54129	0.50328	0.67471	0.40206	0.47479	0.4331	0.43424	0.15152	0.49895	0.46972	0.38231	0.27593	0.579	0.50867	0.21792	1	0.60208	0.54761	0.50524	0.4875	0.52841	0.37292	0.3736	0.55196	0.52042	0.69575	6.9389e-018	0.29045	0.60288	0.64578	0.44767	0.041206	0.19469	0.051824	0.41332	0.20308	0.21372	0.093139
0.5573	0.68851	0.79533	0.7931	0.97923	0.51684	0.88791	0.84942	0.16622	0.18635	0.66857	0.9978	0.33197	0.55794	0.89243	0.92379	0.50559	0.13401	0.87427	0.91437	0.95201	0.54334	0.8299	0.54521	0.82911	0.88919	0.75226	0.77171	0.66685	0.24562	0.93199	0.93341	0.804	0.41272	0.71442	0.66857	0.34824	0.71781	0.65149	0.07711
0	0.10489	0.09764	0.11587	0	5.5511e-017	0.23381	0.082871	0.76866	0.40383	0.52848	0.08153	0.51152	0.6554	0	0.28825	0	0.68071	0.43355	0.1675	0.3467	0.41588	0	0.94892	0.45041	0.54884	1	0.028706	0.21263	0.38001	0.50709	0.5159	0.14781	1	0.34639	0.056893	0.45676	0.22119	0.43806	0.32812
0.52797	0.50831	0.5871	0.52454	0.88338	0.707	0.37758	0.30028	0.6099	0.42868	0.81938	0.33132	0.32726	0.68766	0.70542	0.43265	0.45477	0.16159	0.67662	0.24757	0.42242	0.58128	0.65472	0.45181	0.30397	0.72293	0.36839	0.37628	0.73416	0.3062	0.67574	0.6363	0.38691	0.19634	0.8137	0.68201	0.35604	0.30342	0.437	0.79042
0.37362	0.43286	0.57495	0.53218	0.36948	0.60795	0.58942	0.37146	0.49051	0.41781	0.2411	0.38265	0.079462	0.40591	0.23173	0.51782	0.63537	0.54379	0.70324	0.3836	0.54577	0.69622	0.64522	0.47767	0.34854	0.94053	0.37072	0.75599	0.56621	0.39829	0.80515	0.78244	0.83686	0.25951	0.62169	0.49095	0.20183	0.71927	0.39801	0.057201
0.56856	0.51108	0.56452	0.5029	0.64928	0.26916	0.61163	0.40209	0.32931	0.34491	0.48473	0.58119	0.36919	0.42649	0.49263	0.71119	0.23053	0.72597	0.70071	0.68958	0.62422	0.59335	0.55028	0.44422	0.3747	0.81085	0.28934	0.28495	0.31404	0.072366	0.79392	0.67732	0.57386	0.41786	0.48592	0.098496	0.51507	0.26123	0.4698	0.62508
0.67826	0.62246	0.73677	0.74648	0.53258	0.51829	0.69246	0.79957	0.649	0.88077	0.74059	0.81962	0.71387	0.97443	0.30038	0.7316	0.32698	0.70025	0.71178	0.76415	0.71879	0.85385	0.26504	0.59333	0.65221	0.47639	0.22713	0.18388	0.18885	0.27841	0.64787	0.58378	0.19414	0.41783	0.48	0	0.82702	0.64867	0.031674	0.19937
